player_id,match_format,baseline_mean_runs,baseline_std_runs,current_runs,ups_score,ups_anomaly_flag,ups_bucket,venue_flatness,opposition_strength,batting_position
P7,T20,21.060476386883018,6.724312250133158,38.7525234245635,2.6310567355539054,1,strong_spike,0.40306997504196673,0.5940172883394401,5
P3,T20,26.444092973579274,19.35658989705582,8.450629485451575,0.0,0,normal,0.49030538809395097,0.5167169623077752,7
P3,T20,31.10394910203324,12.74569754134816,30.31678811568365,0.0,0,normal,0.07418092312193113,0.8339126121121437,7
P2,T20,20.58295540329719,7.248549294298334,47.62367891030162,3.730501429889496,1,extreme_spike,0.20814817667970423,0.8359835461824932,5
P8,T20,14.370584550177394,9.303633725930826,11.272221031501967,0.0,0,normal,0.49244696387114856,0.7340176227176561,4
P10,T20,26.00377831822286,18.124407051312964,77.48842683251024,2.8406252612031104,1,strong_spike,0.6059505244172101,0.8704249693842138,2
P3,T20,36.72884778159914,16.83340890737448,88.45337365038455,3.072730315849787,1,extreme_spike,0.12789390600049846,0.8554259500528406,4
P3,T20,24.41957462726573,15.387786333450153,53.56638263523344,1.8941521136544526,0,mild_spike,0.30618329000188443,0.8992980267297725,1
P10,T20,28.125072859209105,19.275678278767025,71.38070739355504,2.2440525261304995,1,strong_spike,0.2582141330642932,0.7859313153299468,6
P8,T20,22.660427944338558,13.561094043190643,2.1961495313970474,0.0,0,normal,0.2863808248709735,0.6275805163898545,3
P6,T20,29.501830508717298,11.516576941050573,29.02195633789671,0.0,0,normal,0.19329532033654018,0.4666735630196826,4
P9,T20,26.941458003879077,11.96723091536569,18.06620388160155,0.0,0,normal,0.2632488568191323,0.18947613887606166,6
P10,T20,26.197383507089032,19.834683218955018,36.77219898210554,0.5331476867203347,0,normal,0.3679312538598651,0.7513133487454104,4
P4,T20,36.484534289305444,7.737512841500503,45.87115530560264,1.2131315590135927,0,mild_spike,0.4684303679671971,0.8067424287472753,7
P6,T20,10.467246489330593,13.442190630643823,0.0,0.0,0,normal,0.21087972820862255,0.7332551591550344,7
P2,T20,15.472019534409299,16.586477639325743,69.45865931373783,3.2548586235891817,1,extreme_spike,0.33245117070743774,0.8160386031106239,6
P2,T20,18.90252616978578,9.73081253164165,0.0,0.0,0,normal,0.2758856272097228,0.8051672030572795,4
P4,T20,13.872285576414468,19.240658644555495,0.0,0.0,0,normal,0.052658687430195784,0.41420182816656886,5
P6,T20,33.699156188608676,9.952827992788054,38.42128643850803,0.47445110608975327,0,normal,0.2888709152411894,0.8147995932931171,4
P5,T20,14.291130684801796,5.433811243454365,27.749647991561048,2.4768098676544104,1,strong_spike,0.25675925527955745,0.8504883767387035,3
P5,T20,6.802029726888859,10.956060504042068,16.60145391576751,0.8944295429240562,0,normal,0.5385196156825379,0.9140446885284922,1
P2,T20,12.005098041408992,15.7645189593143,0.0,0.0,0,normal,0.5594907823829158,0.7754646474007796,4
P9,T20,19.265445242666615,13.06632836140055,24.439878922225784,0.3960128305702959,0,normal,0.3267029378684657,0.6768366496219302,6
P10,T20,5.644435712340261,13.477064314985197,5.693610228493983,0.0036487557679045083,0,normal,0.24774010195365218,0.8093618384493141,2
P6,T20,25.071680954433212,6.453246649255538,37.926030053111695,1.9919196952066587,0,mild_spike,0.15698736978858335,0.8505177244988189,3
P10,T20,12.538257078815368,18.5456292098478,2.2447099736977396,0.0,0,normal,0.17149961922456158,0.7106088647512432,6
P10,T20,16.854347512203066,14.060925446990318,4.142830648338682,0.0,0,normal,0.17559328519573034,0.5398109924446843,2
P3,T20,15.281936283048806,17.992267455007003,53.26199132416778,2.1109098748167865,1,strong_spike,0.33062932995268746,0.8495709855054263,7
P7,T20,17.643802160769628,14.867095043979166,11.625753473660062,0.0,0,normal,0.7161157908948486,0.8960340246940782,1
P6,T20,20.547201213876363,11.71342193766164,9.74282401998494,0.0,0,normal,0.07430135105518533,0.4997190269462335,7
P1,T20,26.51718428035013,13.930207435343211,26.697054701506904,0.012912257192984356,0,normal,0.31890028656021197,0.5897784448191965,3
P1,T20,27.02767727514531,14.869631110746301,42.849452521295454,1.0640328013729758,0,mild_spike,0.5284338786574732,0.7847260492740943,3
P8,T20,28.975077393314056,11.281682925261556,29.02708089499961,0.004609551786738306,0,normal,0.7025970283623212,0.5379120386706193,7
P1,T20,22.630004154473063,17.623142181295812,33.29540462881538,0.6051928971929854,0,normal,0.42208452346976577,0.7498551758452332,5
P5,T20,13.194760702312076,15.553814565960543,0.0,0.0,0,normal,0.25299762705223994,0.6452533889404279,5
P8,T20,17.922714424061176,11.911175742085302,15.904262337704619,0.0,0,normal,0.22729200085437,0.7575612542888182,1
P10,T20,14.826036903214153,13.767100711364689,23.417510406164503,0.6240583026939087,0,normal,0.2085116233013195,0.7453765841016129,6
P3,T20,20.06883560919217,7.487021996897942,20.9959780054991,0.12383326731123112,0,normal,0.5362049287004303,0.8562575359999983,3
P3,T20,21.285917816423723,7.396420669286895,26.87000214588756,0.7549711649921896,0,normal,0.2543409459655266,0.7626640224764072,2
P2,T20,13.197034065019336,5.817461452401675,8.893047480971829,0.0,0,normal,0.2560566858682474,0.4464197036845002,6
P6,T20,21.64271855322704,19.622296813966855,34.342695557917004,0.6472217358189338,0,normal,0.04885478499269136,0.6729288220813182,7
P6,T20,17.592796489854393,9.870450926431175,34.68097183643678,1.73124566181911,0,mild_spike,0.43381702378486303,0.9855864125499173,6
P10,T20,15.315640306091305,11.906995158258368,25.846882336196423,0.8844584120621678,0,normal,0.48130390120554584,0.6120781492204327,5
P8,T20,18.689297341396653,15.220281897621819,17.8123971063134,0.0,0,normal,0.2297972764928409,0.6961321134932078,3
P9,T20,40.28274518640043,9.295429610586982,50.63684069687969,1.1138910135671953,0,mild_spike,0.16704048522501122,0.7532097502303718,5
P4,T20,16.198056226809868,8.653529448673142,17.40466785958472,0.13943578050223926,0,normal,0.345106708454003,0.7561170578842817,3
P8,T20,19.11625758225134,10.706762490253503,32.97877401172471,1.2947439940030974,0,mild_spike,0.3946084156231288,0.44102720147097,6
P4,T20,21.434379602711573,12.467466081942792,35.78922920829568,1.1513846928667326,0,mild_spike,0.588480518215074,0.49993734199608403,1
P4,T20,34.21585511983446,5.433902077566693,38.27545843605928,0.747088051693916,0,normal,0.27707323761156116,0.601023358703033,1
P3,T20,35.01048412087824,5.196525641512813,43.940117076421785,1.718385238823521,0,mild_spike,0.4089985365189349,0.7287949011366608,4
P3,T20,14.93888291687071,16.985516451672687,0.0,0.0,0,normal,0.12979909645439003,0.9477409257686568,6
P1,T20,12.870226666396837,13.438386723729009,0.0,0.0,0,normal,0.45906851460580994,0.8411081724141115,7
P7,T20,15.74507393196716,17.441845404848628,31.293734814590103,0.8914573270039761,0,normal,0.12641103978748167,0.6891766540794081,7
P9,T20,26.16079151678159,9.7349642098471,36.51253303701005,1.0633569160693452,0,mild_spike,0.07433950487123292,0.783861631126106,5
P10,T20,28.83199575389318,13.580470661603043,27.341109643989423,0.0,0,normal,0.15029098660298265,0.571187959175796,5
P8,T20,17.726600497268457,13.801045786745316,0.0,0.0,0,normal,0.5450342650743807,0.897532674901357,4
P8,T20,27.68077582786969,19.658720829919233,15.7594952562138,0.0,0,normal,0.2862500121627873,0.9137562849525764,5
P7,T20,30.74416504041239,16.77561584452318,33.637015444291094,0.17244376782883636,0,normal,0.3978277561126012,0.869641959680492,4
